instance;NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.5;1;2;2;120;552925.526648;18.473143879
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;1.5;1;2;2;120;515430.6168969994;7.788927009999999
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;1.5;1;2;2;120;1.2811337643379979e6;84.046058849
instance;NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.5;1;2;3;120;550810.8649300002;29.965157027
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;1.5;1;2;3;120;516372.32081999944;19.942160288
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;1.5;1;2;3;120;1.2806283108740002e6;99.18242776999999
instance;NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.5;1;2;4;120;552112.787984;48.911492512
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;1.5;1;2;4;120;514890.45109199965;35.513813762999995
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;1.5;1;2;4;120;1.2651122932609976e6;98.19933781400002
instance;NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.5;1;3;2;120;550739.6142630001;27.798728693
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;1.5;1;3;2;120;514969.0803889997;13.238514334
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;1.5;1;3;2;120;1.2634443892599996e6;98.640800848
instance;NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.5;1;3;3;120;550262.9274599999;35.760130496
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;1.5;1;3;3;120;513662.9168519998;22.882117377
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;1.5;1;3;3;120;1.2702815029519983e6;98.952699536
instance;NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.5;1;3;4;120;549885.510278;52.690770171
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;1.5;1;3;4;120;514212.5956069993;74.519510858
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;1.5;1;3;4;120;1.259580052118999e6;107.618208212
instance;NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.5;1;4;2;120;550327.684203;40.390543642000004
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;1.5;1;4;2;120;514595.332562999;16.344479577999998
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;1.5;1;4;2;120;1.2672937576979976e6;94.54743198
instance;NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.5;1;4;3;120;550061.6851919999;60.835346079
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;1.5;1;4;3;120;515657.1383909987;61.527773413999995
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;1.5;1;4;3;120;1.2603037349079987e6;92.17556823
instance;NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.5;1;4;4;120;550069.833224;60.44566906
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;1.5;1;4;4;120;513917.9758089991;64.02134801
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;1.5;1;4;4;120;1.266322310438998e6;93.04805981700001
instance;NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.75;1;2;2;120;505045.3379719962;17.462541571
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;1.75;1;2;2;120;478937.5703400001;7.684809264
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;1.75;1;2;2;120;1.198800330119e6;74.814886056
instance;NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.75;1;2;3;120;506525.2160129999;40.0283072
instances/N100T15/N100T15P1W5DD_SF5.dat;100;15;5;1.75;1;2;3;120;473340.04373299953;12.595888047
instances/N100T30/N100T30P1W20DD_SF9.dat;100;30;20;1.75;1;2;3;120;1.1928213608066663e6;99.48303120600002
instance;NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W15DD_SF4.dat;50;15;15;1.75;1;2;4;120;504299.83792166645;54.207572011
