instance;NR;NT;NW;capacity;balanced;fixsizerf;freeintervalrf;maxtimerf;bestsol;elapsedtime
instances/N50T15/N50T15P1W5DD_SF6.dat;50;15;5;1.5;1;3;3;120;509959.07790799986;5.471560611999999
instances/N50T15/N50T15P1W5DD_SF7.dat;50;15;5;1.5;1;3;3;120;539684.8775839997;8.123282129
instances/N50T15/N50T15P1W5DD_SF8.dat;50;15;5;1.5;1;3;3;120;559818.7910189999;5.405856400999999
instances/N50T15/N50T15P1W5DD_SF9.dat;50;15;5;1.5;1;3;3;120;423236.12002599984;6.745744683
instances/N50T15/N50T15P1W5DD_SF10.dat;50;15;5;1.5;1;3;3;120;550215.5467989998;6.346664026
instances/N50T15/N50T15P1W10DD_SF6.dat;50;15;10;1.5;1;3;3;120;534506.1185159999;23.271177433
instances/N50T15/N50T15P1W10DD_SF7.dat;50;15;10;1.5;1;3;3;120;509291.73500600003;27.337287598999996
instances/N50T15/N50T15P1W10DD_SF8.dat;50;15;10;1.5;1;3;3;120;538193.673103;33.108774945
instances/N50T15/N50T15P1W10DD_SF9.dat;50;15;10;1.5;1;3;3;120;507607.71651099995;37.871638007
instances/N50T15/N50T15P1W10DD_SF10.dat;50;15;10;1.5;1;3;3;120;572077.2748720001;23.866700112999997
instances/N50T15/N50T15P1W15DD_SF6.dat;50;15;15;1.5;1;3;3;120;575678.6833175598;30.650705134
instances/N50T15/N50T15P1W15DD_SF7.dat;50;15;15;1.5;1;3;3;120;543844.9456440001;34.391478132
instances/N50T15/N50T15P1W15DD_SF8.dat;50;15;15;1.5;1;3;3;120;565499.8221979999;33.86508653799999
instances/N50T15/N50T15P1W15DD_SF9.dat;50;15;15;1.5;1;3;3;120;543960.8846509999;37.206758141
instances/N50T15/N50T15P1W15DD_SF10.dat;50;15;15;1.5;1;3;3;120;560990.3273990001;29.965699947
instances/N50T15/N50T15P1W20DD_SF6.dat;50;15;20;1.5;1;3;3;120;597268.391702;52.620590389
instances/N50T15/N50T15P1W20DD_SF7.dat;50;15;20;1.5;1;3;3;120;630429.0053139998;41.068601304999994
instances/N50T15/N50T15P1W20DD_SF8.dat;50;15;20;1.5;1;3;3;120;623030.4508819999;33.413533166
instances/N50T15/N50T15P1W20DD_SF9.dat;50;15;20;1.5;1;3;3;120;562774.4560799999;43.539298145
instances/N50T15/N50T15P1W20DD_SF10.dat;50;15;20;1.5;1;3;3;120;668704.4415760002;50.718797357
instances/N50T30/N50T30P1W5DD_SF6.dat;50;30;5;1.5;1;3;3;120;897184.3806959997;24.588312821000002
instances/N50T30/N50T30P1W5DD_SF7.dat;50;30;5;1.5;1;3;3;120;901492.8193700002;29.09783923
instances/N50T30/N50T30P1W5DD_SF8.dat;50;30;5;1.5;1;3;3;120;877802.6719959995;19.696531259
instances/N50T30/N50T30P1W5DD_SF9.dat;50;30;5;1.5;1;3;3;120;1.100942715692e6;17.117094723
instances/N50T30/N50T30P1W5DD_SF10.dat;50;30;5;1.5;1;3;3;120;955098.5842030003;22.449137804000003
instances/N50T30/N50T30P1W10DD_SF6.dat;50;30;10;1.5;1;3;3;120;1.1644219718989995e6;71.82616992700001
instances/N50T30/N50T30P1W10DD_SF7.dat;50;30;10;1.5;1;3;3;120;1.1543090521109996e6;75.382834398
instances/N50T30/N50T30P1W10DD_SF8.dat;50;30;10;1.5;1;3;3;120;1.0618696350819995e6;78.110852728
instances/N50T30/N50T30P1W10DD_SF9.dat;50;30;10;1.5;1;3;3;120;1.1988916582609997e6;90.921945649
instances/N50T30/N50T30P1W10DD_SF10.dat;50;30;10;1.5;1;3;3;120;1.1221253594539987e6;64.3870188
instances/N50T30/N50T30P1W15DD_SF6.dat;50;30;15;1.5;1;3;3;120;1.2182118301970002e6;73.77484615700001
instances/N50T30/N50T30P1W15DD_SF7.dat;50;30;15;1.5;1;3;3;120;1.1558509419329995e6;72.36254174599999
instances/N50T30/N50T30P1W15DD_SF8.dat;50;30;15;1.5;1;3;3;120;1.207924911684681e6;86.67392863699999
instances/N50T30/N50T30P1W15DD_SF9.dat;50;30;15;1.5;1;3;3;120;1.050442224415e6;93.559611742
instances/N50T30/N50T30P1W15DD_SF10.dat;50;30;15;1.5;1;3;3;120;1.2078740929440004e6;81.582125103
instances/N50T30/N50T30P1W20DD_SF6.dat;50;30;20;1.5;1;3;3;120;1.0806106430819998e6;81.87204765
instances/N50T30/N50T30P1W20DD_SF7.dat;50;30;20;1.5;1;3;3;120;1.30504851101e6;78.361898679
instances/N50T30/N50T30P1W20DD_SF8.dat;50;30;20;1.5;1;3;3;120;1.083014626539003e6;79.613349296
instances/N50T30/N50T30P1W20DD_SF9.dat;50;30;20;1.5;1;3;3;120;1.2761249893624e6;85.40357517199999
instances/N50T30/N50T30P1W20DD_SF10.dat;50;30;20;1.5;1;3;3;120;1.2514191605000002e6;83.435682622
instances/N100T15/N100T15P1W5DD_SF6.dat;100;15;5;1.5;1;3;3;120;536079.9677039997;38.296795208
instances/N100T15/N100T15P1W5DD_SF7.dat;100;15;5;1.5;1;3;3;120;555164.8101669992;12.155691393999998
instances/N100T15/N100T15P1W5DD_SF8.dat;100;15;5;1.5;1;3;3;120;497302.5849769997;13.56849504
instances/N100T15/N100T15P1W5DD_SF9.dat;100;15;5;1.5;1;3;3;120;621835.8916899995;17.816861971
instances/N100T15/N100T15P1W5DD_SF10.dat;100;15;5;1.5;1;3;3;120;559832.9063299992;36.971727916
instances/N100T15/N100T15P1W10DD_SF6.dat;100;15;10;1.5;1;3;3;120;587846.4258379996;65.453018863
instances/N100T15/N100T15P1W10DD_SF7.dat;100;15;10;1.5;1;3;3;120;663424.9025779989;73.60892549100001
instances/N100T15/N100T15P1W10DD_SF8.dat;100;15;10;1.5;1;3;3;120;661098.0694659995;35.60184039
instances/N100T15/N100T15P1W10DD_SF9.dat;100;15;10;1.5;1;3;3;120;608596.5761729997;70.788924589
instances/N100T15/N100T15P1W10DD_SF10.dat;100;15;10;1.5;1;3;3;120;662066.1224549994;63.880883837
instances/N100T15/N100T15P1W15DD_SF6.dat;100;15;15;1.5;1;3;3;120;705952.5712129992;73.451321197
